Sno,Customer_number,Insurance,balance,housing,loan,contact,duration,campaign,last_contact_day,previous,poutcome,Term Deposit,Count_Txn,,,,,
2814,3815,no,896,yes,no,unknown,106,1,1,0,unknown,no,454,,,,,
2815,3816,no,332,yes,no,unknown,217,1,1,0,unknown,no,414,,,,,
2816,3817,no,1088,no,no,unknown,132,1,1,0,unknown,no,438,,,,,
2817,3818,no,51,yes,no,unknown,824,2,1,0,unknown,no,494,,,,,
2818,3819,no,1541,yes,no,unknown,243,1,1,0,unknown,no,172,,,,,
2819,3820,no,413,yes,no,unknown,150,1,1,0,unknown,no,498,,,,,
2820,3821,no,2656,yes,no,unknown,238,1,1,0,unknown,no,464,,,,,
2821,3822,no,1618,yes,no,unknown,1553,1,1,0,unknown,yes,499,,,,,
2822,3823,no,146,yes,no,unknown,148,2,1,0,unknown,no,162,,,,,
2823,3824,no,153,yes,no,unknown,159,2,1,0,unknown,no,319,,,,,
2824,3825,no,4505,yes,no,unknown,108,2,1,0,unknown,no,383,,,,,
2825,3826,no,0,yes,no,unknown,124,1,1,0,unknown,no,381,,,,,
2826,3827,no,520,yes,no,unknown,452,1,1,0,unknown,no,213,,,,,
2827,3828,no,4151,yes,no,unknown,114,1,1,0,unknown,no,189,,,,,
2828,3829,no,3382,yes,no,unknown,125,1,1,0,unknown,no,495,,,,,
2829,3830,no,261,yes,no,unknown,622,1,1,0,unknown,no,303,,,,,
2830,3831,no,1160,yes,no,unknown,153,1,1,0,unknown,no,230,,,,,
2831,3832,no,517,yes,yes,unknown,1328,1,1,0,unknown,yes,283,,,,,
2832,3833,no,2956,yes,no,unknown,686,1,1,0,unknown,no,431,,,,,
2833,3834,no,1327,yes,yes,unknown,80,1,1,0,unknown,no,255,,,,,
2834,3835,no,8417,yes,no,unknown,435,1,1,0,unknown,no,378,,,,,
2835,3836,no,172,yes,no,unknown,300,1,1,0,unknown,no,145,,,,,
2836,3837,no,2257,yes,no,unknown,203,1,1,0,unknown,no,477,,,,,
2837,3838,no,277,yes,no,unknown,121,1,1,0,unknown,no,100,,,,,
2838,3839,no,902,yes,no,unknown,71,1,1,0,unknown,no,214,,,,,
2839,3840,no,212,yes,no,unknown,78,1,1,0,unknown,no,437,,,,,
2840,3841,no,513,yes,no,unknown,534,1,1,0,unknown,no,267,,,,,
2841,3842,no,2272,yes,no,unknown,243,1,1,0,unknown,no,411,,,,,
2842,3843,no,719,yes,no,unknown,230,1,2,0,unknown,no,476,,,,,
2843,3844,no,1,no,no,unknown,253,1,1,0,unknown,no,468,,,,,
2844,3845,no,503,yes,no,unknown,127,3,1,0,unknown,no,235,,,,,
2845,3846,no,1521,yes,yes,unknown,1125,2,1,0,unknown,yes,438,,,,,
2846,3847,no,2516,yes,yes,unknown,282,1,1,0,unknown,no,447,,,,,
2847,3848,no,468,yes,no,unknown,220,1,1,0,unknown,no,358,,,,,
2848,3849,no,329,yes,no,unknown,158,2,1,0,unknown,no,204,,,,,
2849,3850,no,259,yes,yes,unknown,267,2,1,0,unknown,no,379,,,,,
2850,3851,no,769,yes,no,unknown,257,1,1,0,unknown,no,331,,,,,
2851,3852,no,700,yes,no,unknown,110,1,1,0,unknown,no,161,,,,,
2852,3853,no,15801,yes,no,unknown,456,9,1,0,unknown,no,288,,,,,
2853,3854,no,7831,yes,no,unknown,78,1,1,0,unknown,no,217,,,,,
2854,3855,no,0,no,no,unknown,298,1,1,0,unknown,no,328,,,,,
2855,3856,no,68,yes,no,unknown,429,2,1,0,unknown,no,470,,,,,
2856,3857,no,2639,yes,no,unknown,483,2,1,0,unknown,no,418,,,,,
2857,3858,no,1076,yes,no,unknown,213,1,1,0,unknown,no,382,,,,,
2858,3859,no,584,yes,no,unknown,51,1,1,0,unknown,no,199,,,,,
2859,3860,no,2706,yes,yes,unknown,44,1,1,0,unknown,no,418,,,,,
2860,3861,no,1294,yes,no,unknown,164,2,1,0,unknown,no,151,,,,,
2861,3862,no,771,yes,no,unknown,166,1,1,0,unknown,no,255,,,,,
2862,3863,no,283,yes,yes,unknown,220,2,1,0,unknown,no,336,,,,,
2863,3864,no,482,yes,no,unknown,178,1,1,0,unknown,no,190,,,,,
2864,3865,no,11,no,no,unknown,452,2,1,0,unknown,no,230,,,,,
2865,3866,no,2823,yes,no,unknown,858,1,1,0,unknown,yes,226,,,,,
2866,3867,no,338,yes,no,unknown,87,1,1,0,unknown,no,402,,,,,
2867,3868,no,5700,yes,no,unknown,97,1,1,0,unknown,no,453,,,,,
2868,3869,no,3028,yes,yes,unknown,116,1,1,0,unknown,no,379,,,,,
2869,3870,no,2418,yes,no,unknown,120,1,1,0,unknown,no,149,,,,,
2870,3871,no,1405,yes,no,unknown,629,2,1,0,unknown,yes,309,,,,,
2871,3872,no,0,yes,no,unknown,198,1,1,0,unknown,no,458,,,,,
2872,3873,no,2775,no,no,unknown,262,1,1,0,unknown,no,402,,,,,
2873,3874,no,611,yes,yes,unknown,179,1,1,0,unknown,no,481,,,,,
2874,3875,no,1654,yes,no,unknown,35,1,1,0,unknown,no,355,,,,,
2875,3876,no,1691,yes,no,unknown,156,1,1,0,unknown,no,140,,,,,
2876,3877,no,427,no,no,unknown,201,1,1,0,unknown,no,174,,,,,
2877,3878,no,938,yes,no,unknown,159,1,1,0,unknown,no,323,,,,,
2878,3879,no,626,yes,no,unknown,68,1,1,0,unknown,no,325,,,,,
2879,3880,no,874,no,no,unknown,75,1,1,0,unknown,no,466,,,,,
2880,3881,no,24,no,no,unknown,229,1,1,0,unknown,no,198,,,,,
2881,3882,no,7373,yes,no,unknown,126,1,1,0,unknown,no,320,,,,,
2882,3883,no,1535,yes,no,unknown,704,1,1,0,unknown,yes,309,,,,,
2883,3884,no,2,yes,yes,unknown,164,1,1,0,unknown,no,429,,,,,
2884,3885,no,829,yes,yes,unknown,339,1,1,0,unknown,no,302,,,,,
2885,3886,no,164,yes,no,unknown,461,1,1,0,unknown,no,248,,,,,
2886,3887,no,1765,yes,no,unknown,188,1,1,0,unknown,no,171,,,,,
2887,3888,no,1733,yes,no,unknown,546,1,1,0,unknown,no,107,,,,,
2888,3889,no,383,yes,no,unknown,171,1,1,0,unknown,no,228,,,,,
2889,3890,no,777,yes,no,unknown,351,1,1,0,unknown,no,416,,,,,
2890,3891,no,0,yes,no,unknown,94,4,1,0,unknown,no,443,,,,,
2891,3892,no,1522,yes,yes,unknown,168,2,1,0,unknown,no,447,,,,,
2892,3893,no,4446,yes,no,unknown,429,1,1,0,unknown,no,237,,,,,
2893,3894,no,923,yes,no,unknown,249,2,1,0,unknown,no,176,,,,,
2894,3895,no,1309,yes,no,unknown,568,1,1,0,unknown,no,311,,,,,
2895,3896,no,1340,yes,no,unknown,299,1,1,0,unknown,no,436,,,,,
2896,3897,no,3158,yes,no,unknown,282,1,1,0,unknown,no,231,,,,,
2897,3898,no,1596,yes,no,unknown,760,1,1,0,unknown,yes,473,,,,,
2898,3899,no,887,yes,no,unknown,211,1,1,0,unknown,no,162,,,,,
2899,3900,no,23189,yes,no,unknown,77,1,1,0,unknown,no,418,,,,,
2900,3901,no,1010,yes,no,unknown,283,1,1,0,unknown,no,336,,,,,
2901,3902,no,246,yes,no,unknown,263,1,1,0,unknown,no,328,,,,,
2902,3903,no,918,yes,no,unknown,189,1,1,0,unknown,no,251,,,,,
2903,3904,no,1429,yes,no,unknown,91,1,1,0,unknown,no,409,,,,,
2904,3905,no,2439,yes,no,unknown,32,1,1,0,unknown,no,147,,,,,
2905,3906,no,348,yes,no,unknown,139,2,1,0,unknown,no,294,,,,,
2906,3907,no,387,yes,no,unknown,347,1,1,0,unknown,no,421,,,,,
2907,3908,no,22,yes,no,unknown,152,1,1,0,unknown,no,100,,,,,
2908,3909,no,3641,yes,no,unknown,869,1,1,0,unknown,no,470,,,,,
2909,3910,no,2535,yes,no,unknown,339,1,1,0,unknown,no,385,,,,,
2910,3911,no,1878,yes,no,unknown,267,1,1,0,unknown,no,145,,,,,
2911,3912,no,3,yes,no,unknown,34,1,1,0,unknown,no,248,,,,,
2912,3913,no,9,yes,no,unknown,153,2,2,0,unknown,no,442,,,,,
2913,3914,no,502,yes,no,unknown,28,2,1,0,unknown,no,486,,,,,
2914,3915,no,3634,yes,no,unknown,216,1,1,0,unknown,no,343,,,,,
2915,3916,no,3395,yes,no,unknown,215,1,1,0,unknown,no,110,,,,,
2916,3917,no,673,yes,no,unknown,199,2,1,0,unknown,no,238,,,,,
2917,3918,no,600,yes,no,unknown,139,1,1,0,unknown,no,415,,,,,
2918,3919,no,698,yes,no,unknown,322,1,1,0,unknown,no,469,,,,,
2919,3920,no,2540,yes,no,unknown,189,1,1,0,unknown,no,338,,,,,
2920,3921,no,357,yes,no,unknown,197,2,1,0,unknown,no,153,,,,,
2921,3922,no,782,yes,no,unknown,224,2,1,0,unknown,no,393,,,,,
2922,3923,no,2097,yes,no,unknown,160,1,1,0,unknown,no,374,,,,,
2923,3924,no,101,yes,no,unknown,143,1,1,0,unknown,no,200,,,,,
2924,3925,no,628,yes,yes,unknown,191,1,1,0,unknown,no,342,,,,,
2925,3926,no,0,yes,no,unknown,833,1,1,0,unknown,no,239,,,,,
2926,3927,no,6874,yes,no,unknown,356,1,1,0,unknown,no,116,,,,,
2927,3928,no,16,yes,no,unknown,485,2,1,0,unknown,no,217,,,,,
2928,3929,no,1691,yes,no,unknown,57,1,1,0,unknown,no,213,,,,,
2929,3930,no,1542,yes,no,unknown,930,1,1,0,unknown,yes,197,,,,,
2930,3931,no,1057,yes,no,unknown,247,2,1,0,unknown,no,368,,,,,
2931,3932,no,11317,yes,no,unknown,208,1,1,0,unknown,no,481,,,,,
2932,3933,yes,1300,no,no,unknown,89,1,1,0,unknown,no,265,,,,,
2933,3934,no,299,yes,no,unknown,72,1,1,0,unknown,no,434,,,,,
2934,3935,no,189,yes,no,unknown,260,1,1,0,unknown,no,404,,,,,
2935,3936,no,1412,yes,no,unknown,129,1,1,0,unknown,no,161,,,,,
2936,3937,no,0,yes,no,unknown,151,2,1,0,unknown,no,152,,,,,
2937,3938,no,235,yes,no,unknown,181,1,1,0,unknown,no,350,,,,,
2938,3939,no,20718,yes,no,unknown,125,1,1,0,unknown,no,387,,,,,
2939,3940,no,1043,yes,yes,unknown,225,1,1,0,unknown,no,416,,,,,
2940,3941,no,890,yes,no,unknown,829,1,1,0,unknown,no,249,,,,,
2941,3942,no,768,no,yes,unknown,749,2,1,0,unknown,no,262,,,,,
2942,3943,no,618,yes,yes,unknown,166,2,1,0,unknown,no,478,,,,,
2943,3944,no,1313,no,no,unknown,87,1,1,0,unknown,no,193,,,,,
2944,3945,no,3932,yes,no,unknown,407,2,1,0,unknown,no,318,,,,,
2945,3946,no,334,yes,no,unknown,438,4,1,0,unknown,no,299,,,,,
2946,3947,no,80,yes,yes,unknown,387,2,1,0,unknown,no,324,,,,,
2947,3948,no,27,yes,yes,unknown,100,3,1,0,unknown,no,205,,,,,
2948,3949,no,2285,yes,no,unknown,413,2,1,0,unknown,no,219,,,,,
2949,3950,no,193,no,no,unknown,521,2,1,0,unknown,no,223,,,,,
2950,3951,yes,198,no,yes,unknown,133,1,1,0,unknown,no,435,,,,,
2951,3952,no,1180,yes,yes,unknown,191,2,1,0,unknown,no,256,,,,,
2952,3953,no,505,yes,no,unknown,521,2,1,0,unknown,no,411,,,,,
2953,3954,no,6943,yes,no,unknown,109,1,1,0,unknown,no,338,,,,,
2954,3955,no,243,yes,yes,unknown,345,2,1,0,unknown,no,314,,,,,
2955,3956,no,3652,yes,no,unknown,1028,2,1,0,unknown,yes,405,,,,,
2956,3957,no,3455,yes,no,unknown,566,2,1,0,unknown,no,468,,,,,
2957,3958,no,2607,yes,no,unknown,38,1,1,0,unknown,no,402,,,,,
2958,3959,no,2024,yes,no,unknown,314,1,1,0,unknown,no,133,,,,,
2959,3960,no,0,yes,no,unknown,214,1,1,0,unknown,no,336,,,,,
2960,3961,no,222,no,no,unknown,248,2,1,0,unknown,no,349,,,,,
2961,3962,no,1238,yes,no,unknown,246,1,1,0,unknown,no,180,,,,,
2962,3963,no,33,yes,no,unknown,136,8,1,0,unknown,no,189,,,,,
2963,3964,no,1000,yes,no,unknown,98,1,1,0,unknown,no,374,,,,,
2964,3965,no,881,yes,no,unknown,225,2,1,0,unknown,no,243,,,,,
2965,3966,no,403,yes,no,unknown,364,1,1,0,unknown,no,164,,,,,
2966,3967,no,38,yes,no,unknown,784,1,1,0,unknown,no,186,,,,,
2967,3968,yes,0,yes,no,unknown,93,14,1,0,unknown,no,341,,,,,
2968,3969,no,221,yes,no,unknown,57,2,1,0,unknown,no,345,,,,,
2969,3970,no,1109,yes,no,unknown,160,2,1,0,unknown,no,255,,,,,
2970,3971,no,1416,yes,no,unknown,210,2,1,0,unknown,no,306,,,,,
2971,3972,no,264,yes,no,unknown,222,2,1,0,unknown,no,120,,,,,
2972,3973,no,141,yes,yes,unknown,21,10,1,0,unknown,no,472,,,,,
2973,3974,no,1944,yes,no,unknown,222,5,1,0,unknown,no,491,,,,,
2974,3975,no,694,yes,no,unknown,157,1,1,0,unknown,no,447,,,,,
2975,3976,no,303,yes,no,unknown,143,1,1,0,unknown,no,288,,,,,
2976,3977,no,2087,yes,no,unknown,371,1,1,0,unknown,no,100,,,,,
2977,3978,no,369,yes,yes,unknown,161,2,1,0,unknown,no,163,,,,,
2978,3979,no,166,yes,no,unknown,350,2,1,0,unknown,no,419,,,,,
2979,3980,no,718,yes,no,unknown,135,1,1,0,unknown,no,393,,,,,
2980,3981,no,4543,yes,no,unknown,162,1,1,0,unknown,no,268,,,,,
2981,3982,no,1613,yes,no,unknown,565,1,1,0,unknown,no,380,,,,,
2982,3983,no,1,no,no,unknown,850,2,1,0,unknown,yes,119,,,,,
2983,3984,no,1410,yes,no,unknown,44,8,1,0,unknown,no,283,,,,,
2984,3985,no,577,no,no,unknown,337,1,1,0,unknown,no,243,,,,,
2985,3986,no,63,yes,no,unknown,416,2,1,0,unknown,no,416,,,,,
2986,3987,no,892,no,no,unknown,102,2,1,0,unknown,no,357,,,,,
2987,3988,no,113,yes,no,unknown,5,2,1,0,unknown,no,198,,,,,
2988,3989,no,3240,yes,no,unknown,129,2,1,0,unknown,no,363,,,,,
2989,3990,no,3658,yes,no,unknown,977,1,1,0,unknown,no,168,,,,,
2990,3991,no,3545,yes,no,unknown,138,2,1,0,unknown,no,223,,,,,
2991,3992,no,1292,yes,no,unknown,70,2,1,0,unknown,no,390,,,,,
2992,3993,no,4248,yes,no,unknown,71,1,1,0,unknown,no,129,,,,,
2993,3994,no,155,yes,no,unknown,75,1,1,0,unknown,no,349,,,,,
2994,3995,no,501,yes,no,unknown,230,2,1,0,unknown,no,432,,,,,
2995,3996,no,658,yes,no,unknown,369,1,1,0,unknown,no,379,,,,,
2996,3997,no,3743,yes,no,unknown,136,1,1,0,unknown,no,332,,,,,
2997,3998,no,329,yes,no,unknown,22,4,1,0,unknown,no,170,,,,,
2998,3999,no,703,yes,no,unknown,378,1,1,0,unknown,no,191,,,,,
2999,4000,no,7735,yes,no,unknown,240,1,1,0,unknown,no,163,,,,,
3000,4001,no,455,yes,no,unknown,80,1,1,0,unknown,no,141,,,,,
3001,4002,no,831,yes,no,unknown,144,1,1,0,unknown,no,470,,,,,
3002,4003,no,1757,yes,no,unknown,380,4,1,0,unknown,no,317,,,,,
3003,4004,no,1480,yes,no,unknown,108,1,2,0,unknown,no,452,,,,,
3004,4005,no,7180,yes,no,unknown,927,1,1,0,unknown,yes,363,,,,,
3005,4006,no,4906,yes,no,unknown,389,1,1,0,unknown,no,372,,,,,
3006,4007,no,592,no,yes,unknown,192,1,1,0,unknown,no,464,,,,,
3007,4008,no,128,yes,no,unknown,273,1,1,0,unknown,no,166,,,,,
3008,4009,no,160,yes,no,unknown,48,1,1,0,unknown,no,278,,,,,
3009,4010,no,441,yes,no,unknown,8,1,1,0,unknown,no,131,,,,,
3010,4011,no,8982,yes,no,unknown,628,1,1,0,unknown,no,394,,,,,
3011,4012,no,338,no,no,unknown,90,1,1,0,unknown,no,167,,,,,
3012,4013,no,10749,yes,no,unknown,221,1,1,0,unknown,no,454,,,,,
3013,4014,no,638,yes,no,unknown,217,1,1,0,unknown,no,369,,,,,
3014,4015,no,737,yes,no,unknown,762,2,1,0,unknown,no,247,,,,,
3015,4016,no,7695,yes,no,unknown,193,2,1,0,unknown,no,287,,,,,
3016,4017,no,91,yes,no,unknown,302,2,1,0,unknown,no,140,,,,,
3017,4018,no,760,yes,no,unknown,411,1,1,0,unknown,no,417,,,,,
3018,4019,no,683,yes,no,unknown,245,2,1,0,unknown,no,287,,,,,
3019,4020,no,1311,yes,no,unknown,746,1,1,0,unknown,no,140,,,,,
3020,4021,no,606,yes,no,unknown,673,2,1,0,unknown,no,436,,,,,
3021,4022,no,0,yes,no,unknown,220,7,1,0,unknown,no,140,,,,,
3022,4023,no,192,yes,no,unknown,232,1,1,0,unknown,no,257,,,,,
3023,4024,no,751,yes,no,unknown,115,3,1,0,unknown,no,397,,,,,
3024,4025,no,10600,no,no,unknown,485,2,1,0,unknown,no,378,,,,,
3025,4026,no,447,yes,yes,unknown,106,5,1,0,unknown,no,288,,,,,
3026,4027,no,3096,yes,no,unknown,107,1,1,0,unknown,no,216,,,,,
3027,4028,no,998,yes,no,unknown,1044,2,1,0,unknown,no,189,,,,,
3028,4029,no,303,yes,no,unknown,180,4,1,0,unknown,no,106,,,,,
3029,4030,no,1952,yes,no,unknown,354,1,1,0,unknown,no,154,,,,,
3030,4031,no,171,yes,no,unknown,55,1,1,0,unknown,no,218,,,,,
3031,4032,no,116,no,no,unknown,392,1,1,0,unknown,no,268,,,,,
3032,4033,no,766,yes,no,unknown,123,1,1,0,unknown,no,356,,,,,
3033,4034,yes,500,yes,no,unknown,148,3,1,0,unknown,no,117,,,,,
3034,4035,no,2017,yes,no,unknown,74,3,1,0,unknown,no,207,,,,,
3035,4036,no,672,yes,no,unknown,267,8,1,0,unknown,no,133,,,,,
3036,4037,no,450,yes,no,unknown,374,2,1,0,unknown,no,448,,,,,
3037,4038,no,31,yes,no,unknown,295,2,1,0,unknown,no,261,,,,,
3038,4039,no,5426,yes,no,unknown,149,2,1,0,unknown,no,283,,,,,
3039,4040,no,629,yes,no,unknown,226,2,1,0,unknown,no,205,,,,,
3040,4041,no,2800,yes,no,unknown,668,1,1,0,unknown,no,345,,,,,
3041,4042,no,1549,yes,no,unknown,95,6,1,0,unknown,no,244,,,,,
3042,4043,no,6050,yes,no,unknown,229,2,1,0,unknown,no,236,,,,,
3043,4044,no,1406,yes,no,unknown,252,3,1,0,unknown,no,300,,,,,
3044,4045,no,425,yes,no,unknown,286,14,1,0,unknown,no,428,,,,,
3045,4046,no,328,yes,no,unknown,242,5,1,0,unknown,no,117,,,,,
3046,4047,no,430,yes,yes,unknown,335,1,1,0,unknown,no,361,,,,,
3047,4048,no,6911,no,no,unknown,323,5,1,0,unknown,no,355,,,,,
3048,4049,no,111,yes,no,unknown,140,1,1,0,unknown,no,390,,,,,
3049,4050,no,1158,yes,no,unknown,159,3,1,0,unknown,no,183,,,,,
3050,4051,no,823,yes,no,unknown,293,3,1,0,unknown,no,236,,,,,
3051,4052,no,410,yes,no,unknown,85,4,1,0,unknown,no,309,,,,,
3052,4053,no,1028,yes,no,unknown,343,1,1,0,unknown,no,293,,,,,
3053,4054,no,1288,yes,no,unknown,295,1,1,0,unknown,no,403,,,,,
3054,4055,yes,,yes,no,unknown,360,1,1,0,unknown,no,471,,,,,
3055,4056,no,474,yes,yes,unknown,183,4,1,0,unknown,no,153,,,,,
3056,4057,no,2416,yes,no,unknown,304,3,1,0,unknown,no,479,,,,,
3057,4058,no,233,yes,no,unknown,382,10,1,0,unknown,no,376,,,,,
3058,4059,no,277,no,no,unknown,514,2,1,0,unknown,no,101,,,,,
3059,4060,no,280,yes,no,unknown,142,3,1,0,unknown,no,103,,,,,
3060,4061,no,2106,yes,yes,unknown,162,2,1,0,unknown,no,267,,,,,
3061,4062,no,2610,yes,no,unknown,301,3,1,0,unknown,no,230,,,,,
3062,4063,no,329,yes,no,unknown,264,2,1,0,unknown,no,447,,,,,
3063,4064,no,1811,yes,no,unknown,150,1,1,0,unknown,no,281,,,,,
3064,4065,no,387,yes,yes,unknown,49,1,1,0,unknown,no,434,,,,,
3065,4066,no,6439,yes,no,unknown,326,3,1,0,unknown,no,116,,,,,
3066,4067,no,1333,yes,no,unknown,468,2,1,0,unknown,no,410,,,,,
3067,4068,no,864,yes,no,unknown,183,2,1,0,unknown,no,390,,,,,
3068,4069,no,900,yes,no,unknown,339,1,1,0,unknown,no,152,,,,,
3069,4070,no,744,yes,no,unknown,125,1,1,0,unknown,no,262,,,,,
3070,4071,no,4370,yes,no,unknown,232,2,1,0,unknown,no,490,,,,,
3071,4072,no,6532,yes,no,unknown,312,5,1,0,unknown,no,365,,,,,
3072,4073,no,348,yes,no,unknown,423,2,1,0,unknown,no,178,,,,,
3073,4074,no,2077,yes,no,unknown,163,1,1,0,unknown,no,330,,,,,
3074,4075,no,1945,no,no,unknown,191,1,1,0,unknown,no,342,,,,,
3075,4076,no,21,yes,no,unknown,248,1,1,0,unknown,no,129,,,,,
3076,4077,no,4556,yes,no,unknown,146,1,1,0,unknown,no,255,,,,,
3077,4078,no,1764,yes,no,unknown,125,2,1,0,unknown,no,110,,,,,
3078,4079,no,248,yes,no,unknown,234,1,1,0,unknown,no,158,,,,,
3079,4080,no,0,no,no,unknown,17,24,1,0,unknown,no,202,,,,,
3080,4081,no,37,yes,no,unknown,546,1,1,0,unknown,no,223,,,,,
3081,4082,no,236,yes,no,unknown,554,1,1,0,unknown,no,134,,,,,
3082,4083,no,246,yes,no,unknown,162,4,1,0,unknown,no,126,,,,,
3083,4084,no,206,yes,no,unknown,436,1,1,0,unknown,no,343,,,,,
3084,4085,no,162,yes,no,unknown,297,2,1,0,unknown,no,304,,,,,
3085,4086,no,976,yes,no,unknown,302,2,1,0,unknown,no,177,,,,,
3086,4087,no,645,yes,yes,unknown,349,5,1,0,unknown,no,431,,,,,
3087,4088,no,1794,yes,no,unknown,174,2,1,0,unknown,no,491,,,,,
3088,4089,no,358,yes,no,unknown,180,1,1,0,unknown,no,278,,,,,
3089,4090,no,9131,yes,no,unknown,902,5,1,0,unknown,no,316,,,,,
3090,4091,no,532,yes,no,unknown,137,2,1,0,unknown,no,176,,,,,
3091,4092,no,1150,yes,no,unknown,282,1,1,0,unknown,no,488,,,,,
3092,4093,no,680,yes,no,unknown,321,1,1,0,unknown,no,358,,,,,
3093,4094,no,245,yes,no,unknown,126,3,1,0,unknown,no,196,,,,,
3094,4095,no,13,yes,no,unknown,554,1,1,0,unknown,no,490,,,,,
3095,4096,no,728,yes,no,unknown,21,11,1,0,unknown,no,107,,,,,
3096,4097,no,137,yes,no,unknown,427,1,1,0,unknown,no,134,,,,,
3097,4098,no,289,no,no,unknown,97,5,1,0,unknown,no,198,,,,,
3098,4099,no,609,yes,no,unknown,402,1,1,0,unknown,no,313,,,,,
3099,4100,no,15740,yes,no,unknown,252,2,1,0,unknown,no,274,,,,,
3100,4101,no,574,yes,no,unknown,449,2,1,0,unknown,no,147,,,,,
3101,4102,no,1480,yes,no,unknown,360,2,1,0,unknown,no,302,,,,,
3102,4103,no,343,yes,no,unknown,89,7,1,0,unknown,no,326,,,,,
3103,4104,no,424,yes,yes,unknown,241,2,1,0,unknown,no,222,,,,,
3104,4105,no,413,yes,no,unknown,574,2,1,0,unknown,no,481,,,,,
3105,4106,no,277,yes,no,unknown,274,2,1,0,unknown,no,204,,,,,
3106,4107,no,2157,yes,no,unknown,154,2,1,0,unknown,no,414,,,,,
3107,4108,no,738,yes,no,unknown,71,4,1,0,unknown,no,167,,,,,
3108,4109,no,101,yes,no,unknown,122,4,1,0,unknown,no,342,,,,,
3109,4110,no,52,yes,no,unknown,166,4,1,0,unknown,no,378,,,,,
3110,4111,no,262,yes,no,unknown,163,5,1,0,unknown,no,155,,,,,
3111,4112,no,95,yes,no,unknown,-167,3,1,0,unknown,no,456,,,,,
3112,4113,no,66,yes,no,unknown,91,7,1,0,unknown,no,362,,,,,
3113,4114,no,3630,yes,no,unknown,133,4,1,0,unknown,no,494,,,,,
3114,4115,no,294,yes,no,unknown,594,2,1,0,unknown,no,176,,,,,
3115,4116,no,1465,yes,no,unknown,86,2,1,0,unknown,no,488,,,,,
3116,4117,no,0,yes,no,unknown,40,2,1,0,unknown,no,128,,,,,
3117,4118,no,5961,yes,no,unknown,166,3,1,0,unknown,no,305,,,,,
3118,4119,no,1487,yes,no,unknown,302,16,1,0,unknown,no,198,,,,,
3119,4120,no,295,yes,no,unknown,303,4,1,0,unknown,no,350,,,,,
3120,4121,no,0,no,no,unknown,636,6,1,0,unknown,no,169,,,,,
3121,4122,no,219,yes,no,unknown,341,5,1,0,unknown,no,115,,,,,
3122,4123,no,1442,yes,yes,unknown,483,3,1,0,unknown,no,144,,,,,
3123,4124,no,360,yes,no,unknown,220,2,1,0,unknown,no,257,,,,,
3124,4125,no,339,yes,no,unknown,234,2,1,0,unknown,no,397,,,,,
3125,4126,no,1427,yes,no,unknown,32,3,1,0,unknown,no,163,,,,,
3126,4127,no,30,yes,no,unknown,211,3,1,0,unknown,no,108,,,,,
3127,4128,no,483,yes,no,unknown,738,2,2,0,unknown,no,471,,,,,
3128,4129,no,402,yes,no,unknown,482,2,1,0,unknown,no,256,,,,,
3129,4130,no,5678,yes,no,unknown,238,2,1,0,unknown,no,116,,,,,
3130,4131,no,0,no,no,unknown,370,2,1,0,unknown,no,164,,,,,
3131,4132,no,2631,yes,no,unknown,76,2,1,0,unknown,no,140,,,,,
3132,4133,no,112,yes,no,unknown,225,2,1,0,unknown,no,237,,,,,
3133,4134,no,664,yes,no,unknown,256,2,1,0,unknown,no,109,,,,,
3134,4135,no,2626,yes,no,unknown,567,3,1,0,unknown,no,177,,,,,
3135,4136,no,28,yes,no,unknown,2241,4,1,0,unknown,no,413,,,,,
3136,4137,no,321,yes,no,unknown,147,3,1,0,unknown,no,223,,,,,
3137,4138,no,1794,yes,no,unknown,135,2,1,0,unknown,no,252,,,,,
3138,4139,no,989,yes,no,unknown,260,2,1,0,unknown,no,133,,,,,
3139,4140,no,6029,yes,no,unknown,254,2,1,0,unknown,no,276,,,,,
3140,4141,no,416,yes,no,unknown,1118,2,1,0,unknown,no,378,,,,,
3141,4142,no,389,yes,no,unknown,76,9,1,0,unknown,no,363,,,,,
3142,4143,no,1260,yes,no,unknown,79,3,1,0,unknown,no,323,,,,,
3143,4144,no,82,no,no,unknown,94,6,1,0,unknown,no,478,,,,,
3144,4145,no,94,yes,yes,unknown,208,5,1,0,unknown,no,295,,,,,
3145,4146,no,5291,yes,no,unknown,1423,3,1,0,unknown,yes,422,,,,,
3146,4147,no,3401,yes,no,unknown,271,2,1,0,unknown,no,106,,,,,
3147,4148,no,0,yes,yes,unknown,166,5,1,0,unknown,no,236,,,,,
3148,4149,no,1196,yes,yes,unknown,256,4,1,0,unknown,no,367,,,,,
3149,4150,no,810,yes,no,unknown,19,14,1,0,unknown,no,211,,,,,
3150,4151,no,3105,yes,no,unknown,173,11,1,0,unknown,no,167,,,,,
3151,4152,no,351,yes,no,unknown,367,3,1,0,unknown,no,244,,,,,
3152,4153,no,2612,yes,no,unknown,414,2,1,0,unknown,no,337,,,,,
3153,4154,no,556,yes,no,unknown,227,4,1,0,unknown,no,328,,,,,
3154,4155,no,380,yes,no,unknown,349,2,1,0,unknown,no,329,,,,,
3155,4156,no,953,yes,no,unknown,278,2,1,0,unknown,no,150,,,,,
3156,4157,no,786,yes,yes,unknown,103,5,1,0,unknown,no,362,,,,,
3157,4158,no,601,yes,no,unknown,249,2,1,0,unknown,no,427,,,,,
