Customer_number,age,job,marital,education,Annual Income,Gender
13385,33,blue-collar,single,primary,227015,F
13386,54,technician,divorced,secondary,3155382,F
13387,49,technician,married,secondary,3262214,F
13388,28,services,married,secondary,4338275,M
13389,46,entrepreneur,married,secondary,2067091,M
13390,51,blue-collar,married,tertiary,3665020,F
13391,42,admin.,divorced,secondary,3251665,M
13392,60,retired,divorced,primary,3169441,F
13393,31,blue-collar,married,primary,3259446,F
13394,34,technician,married,secondary,4650765,M
13395,29,admin.,single,secondary,1383527,F
13396,51,services,married,secondary,4686580,F
13397,60,retired,married,secondary,1086605,M
13398,60,blue-collar,married,primary,1650594,M
13399,56,blue-collar,married,primary,1525369,M
13400,52,blue-collar,single,secondary,923943,F
13401,41,admin.,divorced,secondary,228915,F
13402,24,services,single,secondary,3891926,M
13403,55,blue-collar,married,primary,3259138,F
13404,34,admin.,single,secondary,3258913,F
13405,36,technician,married,secondary,4999511,M
13406,34,technician,divorced,secondary,1520290,M
13407,24,management,single,secondary,2948571,M
13408,37,management,married,tertiary,1589507,M
13409,40,technician,married,secondary,1176037,M
13410,39,services,married,primary,4966897,M
13411,34,entrepreneur,married,secondary,3258690,F
13412,52,management,married,primary,1627901,F
13413,56,entrepreneur,married,tertiary,3258554,F
13414,27,services,married,secondary,2026562,F
13415,41,blue-collar,married,primary,4447076,M
13416,36,management,single,tertiary,208845,M
13417,49,admin.,divorced,secondary,3032841,M
13418,26,services,single,secondary,3258450,F
13419,42,blue-collar,divorced,primary,2077969,M
13420,51,blue-collar,married,primary,3257885,M
13421,37,technician,divorced,secondary,4108792,F
13422,49,admin.,married,secondary,668637,M
13423,50,blue-collar,married,secondary,3315697,M
13424,28,self-employed,single,secondary,3256863,F
13425,35,technician,married,tertiary,1937890,M
13426,47,blue-collar,married,secondary,2235623,M
13427,33,services,married,secondary,3803259,M
13428,45,entrepreneur,married,secondary,3183086,M
13429,38,blue-collar,single,primary,1814367,M
13430,34,blue-collar,married,secondary,2036765,F
13431,49,blue-collar,married,primary,3088677,F
13432,37,self-employed,married,tertiary,382882,M
13433,45,admin.,single,secondary,3255745,M
13434,44,admin.,married,secondary,4233346,M
13435,33,blue-collar,married,primary,3434512,M
13436,55,management,married,tertiary,3700853,M
13437,56,technician,married,tertiary,3104399,F
13438,40,admin.,married,secondary,3150155,M
13439,27,blue-collar,single,primary,3512438,M
13440,57,retired,married,secondary,1464873,F
13441,39,technician,married,secondary,3254408,M
13442,49,admin.,married,secondary,4112560,M
13443,34,services,single,secondary,4810909,F
13444,59,retired,married,secondary,1131400,F
13445,41,services,married,secondary,2314052,F
13446,30,blue-collar,married,secondary,890863,F
13447,44,admin.,single,tertiary,2035070,F
13448,41,blue-collar,single,secondary,4729592,M
13449,31,blue-collar,married,secondary,1661406,M
13450,49,technician,married,tertiary,4900077,M
13451,35,technician,married,secondary,1345889,M
13452,39,blue-collar,married,secondary,4239636,F
13453,51,admin.,divorced,secondary,3252459,M
13454,39,services,single,secondary,3252043,M
13455,35,services,married,secondary,3769465,M
13456,54,admin.,married,secondary,4197359,F
13457,59,technician,married,secondary,4221713,M
13458,57,housemaid,married,primary,3040980,M
13459,39,blue-collar,divorced,primary,752368,M
13460,29,services,single,unknown,3518389,M
13461,40,housemaid,married,primary,3640347,M
13462,43,admin.,single,secondary,3502820,F
13463,41,blue-collar,married,primary,2410497,F
13464,45,technician,married,tertiary,3248724,M
13465,60,retired,married,primary,3965017,F
13466,31,services,married,tertiary,3244729,M
13467,59,technician,married,secondary,4674363,M
13468,59,technician,married,secondary,4945258,F
13469,29,services,single,secondary,3134601,M
13470,49,housemaid,married,primary,2236094,M
13471,47,management,married,primary,492160,M
13472,32,admin.,married,secondary,3677035,M
13473,35,blue-collar,divorced,primary,4819659,F
13474,52,technician,divorced,secondary,2426642,M
13475,30,management,married,tertiary,2625401,M
13476,43,admin.,single,secondary,3367014,M
13477,45,unemployed,divorced,primary,3244437,M
13478,28,technician,single,tertiary,3201036,M
13479,41,entrepreneur,single,primary,1729044,F
13480,38,management,married,tertiary,3243243,M
13481,31,admin.,single,secondary,3226241,F
13482,29,self-employed,single,tertiary,3960744,F
13483,29,technician,married,tertiary,4978817,M
13484,33,admin.,married,tertiary,3851496,F
13485,40,services,single,secondary,3242897,F
13486,26,technician,divorced,tertiary,3242602,F
13487,41,technician,married,secondary,3241389,M
13488,31,management,married,tertiary,510024,F
13489,53,technician,divorced,secondary,2583870,F
13490,45,technician,single,tertiary,4209202,M
13491,58,services,married,primary,2535786,M
13492,37,technician,single,tertiary,2213468,F
13493,47,technician,divorced,secondary,1779294,M
13494,55,retired,married,secondary,3240925,M
13495,44,technician,single,secondary,3080644,M
13496,27,technician,single,secondary,3325905,M
13497,31,management,single,tertiary,4899933,F
13498,22,student,single,secondary,2560248,F
13499,30,admin.,married,tertiary,3284564,F
13500,51,blue-collar,divorced,primary,3240174,M
13501,35,admin.,married,secondary,2677730,F
13502,29,technician,single,tertiary,3829396,M
13503,31,admin.,divorced,secondary,1882936,M
13504,35,self-employed,married,secondary,4275099,M
13505,48,technician,married,secondary,3802808,M
13506,30,services,single,secondary,2439976,M
13507,45,technician,single,secondary,3664128,F
13508,45,self-employed,married,primary,3239079,M
13509,50,services,married,primary,3238501,F
13510,35,retired,single,secondary,1847535,M
13511,41,services,married,secondary,4978506,F
13512,37,services,single,primary,3191325,M
13513,38,admin.,married,secondary,2173129,F
13514,50,management,married,tertiary,2987784,F
13515,35,technician,single,secondary,3235300,M
13516,44,technician,married,secondary,2101806,M
13517,34,services,married,secondary,4435447,M
13518,32,blue-collar,single,secondary,3232476,M
13519,41,entrepreneur,married,tertiary,3231990,M
13520,33,technician,single,tertiary,2232990,M
13521,45,technician,divorced,unknown,3231663,F
13522,27,admin.,single,secondary,1006117,F
13523,37,technician,single,secondary,2691501,M
13524,37,blue-collar,married,secondary,4895734,M
13525,54,services,married,secondary,3227744,M
13526,26,services,married,secondary,2579385,M
13527,45,blue-collar,divorced,secondary,3227065,F
13528,54,unemployed,married,tertiary,574464,M
13529,58,retired,married,secondary,457562,M
13530,50,management,married,secondary,1934858,F
13531,51,blue-collar,married,secondary,2157611,F
13532,27,admin.,divorced,secondary,1098135,F
13533,32,management,married,tertiary,3331375,M
13534,29,blue-collar,single,primary,1490246,M
13535,29,services,single,secondary,488154,M
13536,44,blue-collar,married,secondary,2013840,F
13537,39,services,single,secondary,2010488,M
13538,55,retired,married,secondary,3478900,M
13539,33,blue-collar,married,secondary,2371671,M
13540,48,blue-collar,married,primary,1330011,F
13541,49,blue-collar,married,primary,4588741,M
13542,35,blue-collar,married,unknown,3226511,M
13543,57,retired,married,secondary,4230111,F
13544,53,services,divorced,secondary,2167575,M
13545,58,unemployed,married,secondary,3879612,F
13546,34,technician,married,secondary,818617,M
13547,52,housemaid,married,tertiary,523965,M
13548,56,admin.,married,secondary,4214218,F
13549,34,technician,married,secondary,3226494,M
13550,35,services,married,secondary,1352773,M
13551,30,management,single,tertiary,1951747,M
13552,48,management,single,tertiary,3282543,F
13553,50,admin.,married,secondary,3225955,M
13554,44,technician,divorced,secondary,1279642,F
13555,38,services,married,secondary,3257186,M
13556,40,services,divorced,secondary,2623941,F
13557,44,technician,single,tertiary,480687,M
13558,33,services,single,secondary,1502795,F
13559,29,services,single,secondary,4038111,F
13560,51,services,married,secondary,3225369,F
13561,57,blue-collar,married,primary,894721,F
13562,35,technician,divorced,secondary,975759,M
13563,61,retired,married,secondary,1632408,M
13564,52,blue-collar,married,secondary,727756,F
13565,33,services,married,secondary,4005726,F
13566,59,retired,married,unknown,4434045,M
13567,47,blue-collar,married,primary,3224750,F
13568,37,services,single,secondary,3223639,F
13569,49,technician,divorced,primary,4442073,F
13570,60,blue-collar,married,primary,3626212,M
13571,51,blue-collar,single,primary,4082826,F
13572,47,technician,married,secondary,3223453,M
13573,40,blue-collar,married,secondary,3222272,F
13574,31,self-employed,married,secondary,1319629,M
13575,38,management,married,secondary,1618177,M
13576,54,technician,married,secondary,750645,M
13577,45,services,divorced,secondary,3221477,M
13578,47,admin.,married,secondary,2393629,M
13579,34,blue-collar,married,secondary,3692547,M
13580,54,retired,married,secondary,3221228,M
13581,56,entrepreneur,married,secondary,3851047,F
13582,57,technician,married,secondary,465968,F
13583,42,admin.,single,secondary,1371536,M
13584,34,blue-collar,married,primary,2027711,M
13585,27,admin.,married,secondary,3221076,M
13586,51,blue-collar,divorced,unknown,1497087,M
13587,30,entrepreneur,married,tertiary,3219870,F
13588,44,blue-collar,married,secondary,4456459,M
13589,33,technician,single,secondary,3543423,M
13590,36,technician,married,unknown,1603796,F
13591,56,management,divorced,tertiary,2623446,M
13592,44,entrepreneur,married,tertiary,2723687,M
13593,31,technician,single,unknown,2242796,M
13594,47,technician,married,secondary,2571853,M
13595,48,blue-collar,married,secondary,3219846,M
13596,31,admin.,single,secondary,2676423,F
13597,39,blue-collar,married,primary,2920180,M
13598,30,services,single,tertiary,1417449,M
13599,30,technician,single,secondary,3005224,M
13600,31,technician,single,secondary,495847,F
13601,49,retired,married,primary,3217667,M
13602,26,blue-collar,married,secondary,345354,M
13603,34,technician,married,secondary,1886794,M
13604,36,admin.,married,secondary,2548301,M
13605,31,admin.,married,secondary,3217485,F
13606,25,management,single,tertiary,4328861,M
13607,42,management,single,tertiary,3122414,M
13608,32,services,single,secondary,613305,F
13609,32,admin.,single,tertiary,3217152,F
13610,36,technician,married,secondary,4967401,M
13611,46,management,single,tertiary,3457750,F
13612,31,blue-collar,single,secondary,3211965,F
13613,37,technician,single,tertiary,4065826,F
13614,26,admin.,married,secondary,3211449,M
13615,36,management,married,secondary,2645118,M
13616,31,blue-collar,married,secondary,3344244,M
13617,35,admin.,married,secondary,4278974,F
13618,30,blue-collar,married,primary,1438678,M
13619,36,management,married,tertiary,3167067,F
13620,24,admin.,single,secondary,3211428,F
13621,26,blue-collar,married,secondary,1265710,M
13622,27,services,single,secondary,3367634,M
13623,59,housemaid,married,primary,1214014,M
13624,36,technician,married,primary,2539126,F
13625,28,admin.,single,secondary,1709421,M
13626,31,housemaid,married,primary,3377507,M
13627,35,management,married,secondary,850863,F
13628,37,management,married,tertiary,1829021,F
13629,59,retired,divorced,primary,3211116,M
13630,32,technician,single,secondary,3209863,F
13631,40,blue-collar,married,primary,1833873,F
13632,29,services,married,primary,3209676,F
13633,41,services,married,secondary,1809072,M
13634,25,unemployed,single,secondary,973588,F
13635,34,admin.,divorced,secondary,3180825,F
13636,37,blue-collar,single,primary,3618833,F
13637,26,blue-collar,single,secondary,3209117,F
13638,36,management,single,tertiary,3485152,M
13639,56,services,divorced,secondary,4910433,M
13640,29,admin.,single,secondary,3408821,M
13641,31,blue-collar,single,secondary,3206226,F
13642,57,retired,married,secondary,3263094,M
13643,30,admin.,single,tertiary,2304146,M
13644,28,admin.,married,secondary,268689,M
13645,45,services,single,secondary,3834913,M
13646,26,technician,single,tertiary,1623702,M
13647,51,blue-collar,married,secondary,4222572,M
13648,50,management,married,tertiary,248382,M
13649,45,blue-collar,divorced,primary,3485174,M
13650,37,self-employed,divorced,tertiary,2196131,M
13651,29,services,single,primary,4816208,M
13652,31,technician,married,secondary,3378188,M
13653,44,blue-collar,married,secondary,2630138,M
13654,48,blue-collar,divorced,primary,3423201,F
13655,53,blue-collar,married,primary,2214484,F
13656,26,blue-collar,single,secondary,2965099,M
13657,61,retired,married,unknown,3203829,F
13658,27,management,single,secondary,293491,M
13659,54,blue-collar,married,primary,1903560,F
13660,43,blue-collar,married,secondary,1422186,F
13661,31,technician,single,secondary,2546366,M
13662,27,technician,single,secondary,3177672,M
13663,28,blue-collar,single,secondary,3203124,M
13664,50,blue-collar,married,secondary,3260172,F
13665,29,blue-collar,single,primary,416587,F
13666,25,blue-collar,single,secondary,3588298,F
13667,38,blue-collar,married,secondary,1261766,F
13668,36,technician,single,secondary,3200327,M
13669,32,blue-collar,divorced,primary,3633600,M
13670,44,technician,married,tertiary,4132998,M
13671,37,blue-collar,married,primary,2487082,F
13672,48,services,married,secondary,1781150,F
13673,30,admin.,married,secondary,678381,M
13674,54,technician,married,secondary,2774239,M
13675,36,unemployed,divorced,primary,4156837,F
13676,33,technician,single,secondary,4694612,M
13677,34,services,married,secondary,2690759,M
13678,28,services,single,secondary,3199241,M
13679,33,management,married,secondary,596363,M
13680,30,services,married,secondary,4253010,M
13681,34,admin.,single,secondary,4647091,M
13682,35,admin.,divorced,secondary,3982190,M
13683,44,entrepreneur,married,secondary,3397197,M
13684,36,services,married,secondary,3198401,F
13685,49,blue-collar,married,primary,3196424,F
13686,55,blue-collar,married,secondary,3910137,M
13687,51,technician,married,secondary,4970045,M
13688,51,management,married,tertiary,1630167,F
13689,38,blue-collar,married,secondary,3550886,F
13690,59,entrepreneur,married,tertiary,791116,F
13691,54,management,divorced,tertiary,2359543,M
13692,43,management,single,tertiary,3125433,F
13693,60,entrepreneur,divorced,primary,4156113,M
13694,34,services,married,secondary,3022510,M
13695,31,admin.,single,secondary,3194486,M
13696,43,technician,married,secondary,3192998,M
13697,53,blue-collar,married,primary,2883367,M
13698,47,blue-collar,married,primary,2581537,M
13699,59,management,married,unknown,4279417,F
13700,39,management,married,primary,1500327,F
13701,56,housemaid,married,primary,1505770,M
13702,41,services,married,secondary,3412389,F
13703,41,housemaid,married,primary,2401113,M
13704,60,retired,married,primary,3192060,M
13705,58,management,married,primary,3786488,F
13706,56,blue-collar,married,primary,4247504,F
13707,36,unemployed,single,primary,3408061,M
13708,39,management,married,tertiary,1953106,M
13709,46,management,married,primary,2925843,M
13710,58,blue-collar,divorced,primary,3112981,M
13711,52,management,married,secondary,1702798,F
13712,41,services,married,secondary,1826197,M
13713,59,blue-collar,married,secondary,3190232,F
13714,35,unknown,married,primary,4769984,M
13715,43,management,divorced,secondary,1089167,F
13716,50,blue-collar,married,primary,4365155,F
13717,49,technician,married,primary,457385,M
13718,51,self-employed,married,secondary,4226765,F
13719,39,technician,single,secondary,368808,M
13720,38,management,married,tertiary,1059434,M
13721,30,services,single,secondary,4151371,F
13722,41,technician,married,secondary,2939176,F
13723,45,unemployed,divorced,secondary,3189582,M
13724,54,services,divorced,tertiary,4207205,M
13725,47,admin.,single,secondary,2394788,M
13726,53,management,divorced,tertiary,2998623,F
13727,41,blue-collar,married,primary,4959467,M
13728,42,blue-collar,divorced,primary,1301372,M
13729,33,services,single,secondary,3273741,F
13730,34,self-employed,married,tertiary,3188940,M
13731,54,blue-collar,divorced,secondary,3954792,M
13732,37,entrepreneur,married,tertiary,4192655,M
13733,59,admin.,married,secondary,1258317,M
13734,38,technician,married,secondary,4380639,M
13735,27,admin.,single,secondary,4866679,M
13736,59,management,married,tertiary,2487634,F
13737,31,admin.,single,secondary,759755,F
13738,42,blue-collar,divorced,unknown,4085670,M
13739,45,blue-collar,divorced,primary,2983739,M
13740,37,self-employed,married,secondary,3354103,M
13741,42,blue-collar,divorced,secondary,3828086,M
13742,40,blue-collar,married,primary,493947,M
13743,42,unemployed,married,primary,4109236,F
13744,27,management,single,secondary,3983208,M
13745,45,management,married,tertiary,1360384,F
13746,43,technician,divorced,tertiary,4367027,F
13747,41,admin.,married,secondary,2918269,M
13748,47,unknown,divorced,primary,1523481,F
13749,47,management,married,primary,4459125,M
13750,44,blue-collar,married,primary,1496610,M
13751,46,unknown,married,unknown,1323658,M
13752,40,admin.,married,secondary,2192936,M
13753,33,technician,divorced,secondary,749012,M
13754,36,entrepreneur,divorced,tertiary,1291750,M
13755,25,blue-collar,married,primary,293521,F
13756,45,technician,married,secondary,2231490,M
13757,27,services,single,secondary,845469,F
13758,43,services,married,primary,3601976,F
13759,37,self-employed,married,secondary,396019,F
13760,47,management,married,unknown,4626859,F
13761,48,management,married,tertiary,4240693,M
13762,30,services,married,secondary,3188084,M
13763,35,self-employed,married,secondary,1340186,M
13764,59,unknown,married,primary,3308274,M
13765,46,unemployed,married,secondary,2778995,M
13766,43,technician,married,secondary,3186562,M
13767,52,retired,married,tertiary,2999639,M
13768,37,services,married,secondary,277336,F
13769,45,technician,married,secondary,3615389,M
13770,54,management,divorced,tertiary,3410909,M
13771,28,management,single,tertiary,313421,M
13772,42,management,married,unknown,4489235,F
13773,44,services,married,secondary,2938023,M
13774,57,admin.,married,secondary,1934621,M
13775,46,blue-collar,married,secondary,905440,F
13776,27,blue-collar,single,secondary,290687,F
13777,51,technician,married,secondary,832089,F
13778,29,admin.,married,secondary,1458608,M
13779,57,technician,married,secondary,3627659,M
13780,59,retired,divorced,secondary,1856869,F
13781,57,retired,married,primary,1926184,M
13782,26,services,married,secondary,3186517,F
13783,36,services,married,secondary,3183858,F
13784,35,management,single,tertiary,3038678,M
13785,40,admin.,single,secondary,3182769,M
13786,51,blue-collar,married,primary,3786767,M
13787,45,services,divorced,secondary,3596372,F
13788,33,blue-collar,single,primary,4558825,M
13789,53,blue-collar,married,primary,254984,F
13790,39,blue-collar,single,primary,921673,M
13791,43,management,married,tertiary,4610749,M
13792,60,blue-collar,divorced,primary,4415661,M
13793,28,housemaid,single,primary,2737259,F
13794,46,technician,married,secondary,2921576,M
13795,56,management,married,primary,4844050,F
13796,32,self-employed,single,tertiary,2932315,M
13797,32,admin.,married,secondary,1315840,F
13798,34,blue-collar,single,primary,3180427,M
13799,30,management,single,tertiary,3486121,M
13800,51,blue-collar,married,secondary,502504,F
13801,29,services,married,tertiary,629464,F
13802,35,services,single,secondary,2448323,M
13803,29,blue-collar,married,primary,2165400,M
13804,31,blue-collar,single,secondary,696981,M
13805,40,technician,married,unknown,1407344,M
13806,29,blue-collar,married,primary,4631577,F
13807,44,housemaid,married,primary,1789150,F
13808,32,services,single,secondary,3180154,M
13809,36,blue-collar,married,secondary,1551692,M
13810,40,technician,married,secondary,1506829,F
13811,37,management,single,tertiary,4168369,M
13812,45,management,single,secondary,3174305,M
13813,55,housemaid,divorced,unknown,928032,F
13814,39,admin.,married,secondary,3030480,M
13815,25,technician,single,tertiary,4076772,M
13816,41,technician,single,secondary,792401,M
13817,34,technician,single,secondary,2891464,F
13818,37,admin.,single,secondary,3174253,F
13819,51,retired,married,secondary,1053543,M
13820,35,admin.,single,secondary,2457048,F
13821,49,blue-collar,married,primary,3173288,F
13822,28,technician,single,secondary,2428724,F
13823,26,blue-collar,single,secondary,1708068,F
13824,27,management,married,tertiary,281072,M
13825,45,admin.,divorced,secondary,3171626,F
13826,34,admin.,divorced,secondary,3301845,M
13827,27,services,married,secondary,1140554,M
13828,35,services,divorced,secondary,607117,F
13829,48,admin.,married,secondary,3426217,F
13830,33,services,single,secondary,2020153,M
13831,31,technician,single,secondary,4335315,F
13832,40,blue-collar,single,unknown,2797930,M
13833,56,housemaid,divorced,secondary,4450878,F
13834,29,blue-collar,single,primary,4994795,F
13835,40,management,divorced,tertiary,2618863,M
13836,35,admin.,married,secondary,4914672,M
13837,30,admin.,married,primary,770232,M
13838,59,blue-collar,married,secondary,3968501,M
13839,34,blue-collar,married,secondary,2033227,M
13840,26,blue-collar,single,secondary,931509,M
13841,41,management,married,secondary,807125,F
13842,31,unknown,single,tertiary,3802968,M
13843,58,blue-collar,married,secondary,690671,M
13844,35,blue-collar,married,primary,346881,M
13845,27,technician,married,secondary,3170079,M
13846,40,management,married,tertiary,838686,F
13847,52,technician,divorced,tertiary,3169825,M
13848,38,technician,married,secondary,3169405,M
13849,30,blue-collar,single,secondary,3169185,F
13850,25,blue-collar,single,secondary,481656,M
13851,57,blue-collar,married,primary,4566781,M
13852,29,services,married,secondary,4802484,M
13853,48,blue-collar,married,primary,1866505,M
13854,29,blue-collar,married,secondary,3544583,F
13855,31,housemaid,married,unknown,3166851,M
13856,38,housemaid,divorced,secondary,4676117,F
13857,29,technician,married,secondary,3165634,F
13858,40,blue-collar,married,secondary,661811,F
13859,31,admin.,single,secondary,4566533,M
13860,34,blue-collar,married,primary,720540,M
13861,29,blue-collar,married,primary,3616447,F
13862,44,housemaid,married,primary,3165097,F
13863,41,blue-collar,single,secondary,1770152,M
13864,34,blue-collar,divorced,secondary,4248740,F
13865,35,entrepreneur,married,primary,2227883,F
13866,43,management,divorced,tertiary,3164484,M
13867,59,blue-collar,divorced,primary,2470926,M
13868,46,management,married,secondary,273558,M
13869,55,blue-collar,single,secondary,1683894,M
13870,41,housemaid,married,primary,3536819,M
13871,59,management,single,tertiary,3479686,F
13872,39,technician,married,secondary,3164002,F
13873,26,technician,divorced,tertiary,4242858,M
13874,33,blue-collar,married,secondary,2888270,M
13875,32,technician,single,secondary,3163167,F
13876,41,technician,divorced,secondary,622781,M
13877,29,services,married,secondary,3161844,M
13878,31,blue-collar,single,secondary,3391448,M
13879,37,admin.,married,secondary,1829484,M
13880,50,admin.,single,secondary,3161044,M
13881,27,management,single,tertiary,485078,M
13882,47,management,married,tertiary,3159004,M
13883,47,technician,single,secondary,3156984,F
13884,47,housemaid,married,tertiary,2649304,M
13885,51,services,married,secondary,3415216,M
13886,57,retired,married,secondary,3155325,F
13887,44,technician,divorced,secondary,631526,M
13888,51,management,married,tertiary,1292451,F
13889,28,blue-collar,married,primary,3152466,F
13890,41,admin.,single,secondary,2114453,F
13891,30,management,single,secondary,3483326,M
13892,25,blue-collar,single,secondary,2278614,M
13893,32,admin.,single,secondary,3151558,M
13894,40,services,married,secondary,390368,F
13895,31,services,single,secondary,1641580,F
13896,30,unemployed,married,secondary,1940585,M
13897,25,services,single,secondary,4391352,M
13898,45,blue-collar,married,secondary,3660270,M
13899,49,blue-collar,married,primary,3147941,F
13900,32,admin.,single,secondary,2317294,M
13901,52,blue-collar,married,primary,3086934,M
13902,35,management,single,tertiary,3730494,M
13903,60,retired,divorced,tertiary,3286459,F
13904,33,blue-collar,single,primary,3146125,F
13905,43,management,married,tertiary,4171167,F
13906,42,admin.,married,secondary,2247529,M
13907,50,technician,married,unknown,2337030,F
13908,33,services,single,secondary,2345596,M
13909,42,technician,married,secondary,4321277,F
13910,26,blue-collar,single,secondary,3145673,M
13911,25,technician,single,tertiary,3725344,F
13912,26,admin.,married,secondary,1296810,M
13913,39,admin.,divorced,secondary,1389365,M
13914,39,services,married,secondary,697806,F
13915,31,technician,single,secondary,1957844,F
13916,52,unemployed,married,tertiary,4220019,M
13917,28,admin.,single,secondary,4150121,M
13918,46,blue-collar,married,primary,3197502,M
13919,28,services,single,secondary,725935,M
13920,54,housemaid,married,secondary,3742298,F
13921,45,blue-collar,married,primary,3059322,M
13922,58,entrepreneur,married,primary,3652131,M
13923,42,blue-collar,single,secondary,4504271,F
13924,34,blue-collar,single,secondary,3142828,F
13925,50,technician,married,secondary,3016781,F
13926,59,blue-collar,married,primary,2703699,M
13927,56,blue-collar,married,secondary,456666,M
13928,58,technician,divorced,secondary,3142427,F
13929,31,management,married,tertiary,3141609,F
13930,58,blue-collar,divorced,secondary,2798100,F
13931,25,services,single,secondary,4370265,M
13932,32,blue-collar,single,secondary,2637582,M
13933,38,blue-collar,married,primary,3990851,M
13934,33,management,single,secondary,2586032,F
13935,37,admin.,married,secondary,3571642,M
13936,38,management,married,tertiary,3353048,M
13937,31,management,single,tertiary,3949079,M
13938,52,blue-collar,divorced,secondary,361609,M
13939,27,admin.,single,secondary,4240175,F
13940,25,blue-collar,married,primary,721991,F
13941,31,admin.,single,tertiary,3687793,F
13942,35,management,married,tertiary,3442739,F
13943,28,unemployed,single,secondary,3138611,M
13944,29,blue-collar,married,secondary,3138593,M
13945,33,technician,married,secondary,2118269,F
13946,39,services,married,secondary,4132200,M
13947,47,blue-collar,married,secondary,3138264,F
13948,39,blue-collar,married,unknown,590903,M
13949,50,technician,married,secondary,3058465,F
13950,50,self-employed,divorced,tertiary,2704754,M
13951,49,management,married,tertiary,1368355,F
13952,44,entrepreneur,married,primary,3234199,M
13953,28,technician,single,secondary,3078402,M
13954,31,services,single,secondary,3998652,M
13955,47,housemaid,married,secondary,3108857,F
13956,30,technician,married,tertiary,2384566,M
13957,29,blue-collar,single,secondary,2590223,F
13958,51,blue-collar,married,primary,446679,F
13959,44,admin.,divorced,tertiary,3078708,F
13960,43,management,married,secondary,3137518,M
13961,44,services,married,secondary,3047570,M
13962,41,admin.,married,secondary,3137293,F
13963,59,blue-collar,divorced,primary,340053,M
13964,49,self-employed,single,secondary,4996198,M
13965,31,technician,single,secondary,4817805,F
13966,50,entrepreneur,divorced,tertiary,310245,M
13967,33,entrepreneur,married,secondary,3236254,F
13968,58,blue-collar,married,primary,3038866,M
13969,36,blue-collar,single,tertiary,555244,F
13970,35,management,married,tertiary,1475094,F
13971,30,admin.,single,secondary,3081387,M
13972,27,blue-collar,single,primary,2169790,M
13973,35,management,married,tertiary,3318556,F
13974,53,blue-collar,married,secondary,3476938,F
13975,35,blue-collar,single,secondary,2078117,F
13976,60,management,married,tertiary,3136178,F
13977,27,blue-collar,married,secondary,4465223,M
13978,54,self-employed,married,secondary,3688348,M
13979,48,self-employed,married,secondary,4483328,F
13980,40,management,divorced,secondary,3133144,F
13981,26,blue-collar,single,secondary,4121859,F
13982,38,technician,married,secondary,1317186,M
13983,31,blue-collar,married,primary,938902,M
13984,46,blue-collar,married,primary,2945090,M
13985,27,management,single,tertiary,624755,F
13986,53,blue-collar,married,primary,3948643,M
13987,40,blue-collar,married,primary,3132628,M
13988,43,entrepreneur,married,secondary,392102,F
13989,37,blue-collar,married,unknown,4266320,M
13990,31,housemaid,married,primary,3130988,M
13991,28,self-employed,married,secondary,3128852,M
13992,43,blue-collar,married,primary,4580880,M
13993,28,blue-collar,married,secondary,4185442,M
13994,47,services,married,secondary,4730119,M
13995,43,entrepreneur,single,tertiary,2605041,M
13996,57,technician,married,tertiary,3128378,M
13997,58,retired,single,secondary,2207765,F
13998,25,blue-collar,married,secondary,1790394,M
13999,31,blue-collar,single,secondary,4406788,M
14000,47,technician,married,primary,3797839,M
14001,43,unknown,married,secondary,2833347,F
14002,27,services,married,secondary,2186909,F
14003,45,entrepreneur,married,secondary,910613,F
14004,31,management,married,tertiary,2468363,M
14005,33,technician,married,secondary,3128127,M
14006,31,blue-collar,single,secondary,3127626,M
14007,32,services,single,secondary,2591358,F
14008,41,housemaid,married,primary,3717549,M
14009,31,admin.,single,secondary,3127479,M
14010,30,services,single,secondary,742809,F
14011,44,blue-collar,single,primary,3126885,F
14012,28,student,single,secondary,3547303,M
14013,31,entrepreneur,divorced,tertiary,3297791,M
14014,36,blue-collar,married,secondary,3126718,M
14015,25,unknown,single,secondary,4753909,F
14016,25,technician,single,secondary,3125551,M
14017,27,blue-collar,married,primary,4613483,M
14018,60,management,married,tertiary,1915312,F
14019,36,blue-collar,single,unknown,3123627,M
14020,49,blue-collar,married,primary,3202086,M
14021,25,blue-collar,single,secondary,2477555,F
14022,46,management,married,tertiary,1599416,F
14023,50,technician,married,tertiary,1035754,F
14024,50,blue-collar,divorced,primary,4585693,M
14025,33,admin.,married,tertiary,3518374,F
14026,42,management,married,secondary,3019654,M
14027,30,admin.,single,secondary,2232407,F
14028,42,technician,single,tertiary,4903464,F
14029,28,admin.,married,secondary,4596156,F
14030,34,entrepreneur,married,tertiary,908982,M
14031,33,management,married,tertiary,3119804,M
14032,26,entrepreneur,married,secondary,3116740,M
14033,29,admin.,single,secondary,3112496,M
14034,28,admin.,single,secondary,3730991,M
14035,32,technician,divorced,tertiary,965924,F
14036,45,services,married,secondary,3170849,F
14037,59,retired,married,secondary,832210,M
14038,46,unemployed,married,secondary,1732613,M
14039,32,management,married,tertiary,4098416,M
14040,44,management,divorced,tertiary,1546164,F
14041,26,blue-collar,single,secondary,523812,F
14042,53,management,married,secondary,4606629,F
14043,46,blue-collar,married,primary,3116023,M
14044,35,entrepreneur,married,primary,1458237,F
14045,56,blue-collar,divorced,primary,3529657,M
14046,60,management,married,primary,3997297,M
